method,success,s,type,seed
HTP,1,5,linear,1424
HTP',1,5,linear,1424
HTP,1,15,gaussian,4331
HTP',1,15,gaussian,4331
HTP,1,22,linear,6525
HTP',1,22,linear,6525
HTP,1,16,gaussian,4670
HTP',1,16,gaussian,4670
HTP,1,14,flat,3968
HTP',1,14,flat,3968
HTP,1,23,linear,6892
HTP',1,23,linear,6892
HTP,1,9,gaussian,2518
HTP',1,9,gaussian,2518
HTP,1,20,flat,5766
HTP',1,20,flat,5766
HTP,1,11,linear,3259
HTP',1,11,linear,3259
HTP,1,3,gaussian,729
HTP',1,3,gaussian,729
HTP,1,19,flat,5438
HTP',1,19,flat,5438
HTP,1,22,linear,6526
HTP',1,22,linear,6526
HTP,1,13,flat,3645
HTP',1,13,flat,3645
HTP,1,8,flat,2160
HTP',1,8,flat,2160
HTP,1,17,linear,5022
HTP',1,17,linear,5022
HTP,1,26,flat,7509
HTP',1,26,flat,7509
HTP,1,4,gaussian,1082
HTP',1,4,gaussian,1082
HTP,1,10,gaussian,2893
HTP',1,10,gaussian,2893
HTP,1,11,linear,3260
HTP',1,11,linear,3260
HTP,1,3,gaussian,730
HTP',1,3,gaussian,730
HTP,1,22,linear,6527
HTP',1,22,linear,6527
HTP,1,25,flat,7246
HTP',1,25,flat,7246
HTP,1,21,gaussian,6162
HTP',1,21,gaussian,6162
HTP,1,8,flat,2161
HTP',1,8,flat,2161
HTP,1,5,linear,1425
HTP',1,5,linear,1425
HTP,1,15,gaussian,4332
HTP',1,15,gaussian,4332
HTP,1,9,gaussian,2519
HTP',1,9,gaussian,2519
HTP,1,6,linear,1799
HTP',1,6,linear,1799
HTP,1,13,flat,3646
HTP',1,13,flat,3646
HTP,1,22,linear,6528
HTP',1,22,linear,6528
HTP,1,23,linear,6893
HTP',1,23,linear,6893
HTP,1,8,flat,2162
HTP',1,8,flat,2162
HTP,1,4,gaussian,1083
HTP',1,4,gaussian,1083
HTP,1,3,gaussian,731
HTP',1,3,gaussian,731
HTP,1,19,flat,5439
HTP',1,19,flat,5439
HTP,1,10,gaussian,2894
HTP',1,10,gaussian,2894
HTP,1,14,flat,3969
HTP',1,14,flat,3969
HTP,1,20,flat,5767
HTP',1,20,flat,5767
HTP,1,11,linear,3261
HTP',1,11,linear,3261
HTP,1,16,gaussian,4671
HTP',1,16,gaussian,4671
HTP,1,17,linear,5023
HTP',1,17,linear,5023
HTP,1,5,linear,1426
HTP',1,5,linear,1426
HTP,1,15,gaussian,4333
HTP',1,15,gaussian,4333
HTP,1,4,gaussian,1084
HTP',1,4,gaussian,1084
HTP,1,26,flat,7510
HTP',1,26,flat,7510
HTP,1,9,gaussian,2520
HTP',1,9,gaussian,2520
HTP,1,7,flat,1800
HTP',1,7,flat,1800
HTP,1,23,linear,6894
HTP',1,23,linear,6894
HTP,1,21,gaussian,6163
HTP',1,21,gaussian,6163
HTP,1,8,flat,2163
HTP',1,8,flat,2163
HTP,1,14,flat,3970
HTP',1,14,flat,3970
HTP,1,25,flat,7247
HTP',1,25,flat,7247
HTP,1,22,linear,6529
HTP',1,22,linear,6529
HTP,1,20,flat,5768
HTP',1,20,flat,5768
HTP,1,13,flat,3647
HTP,1,10,gaussian,2895
HTP',1,13,flat,3647
HTP',1,10,gaussian,2895
HTP,1,3,gaussian,732
HTP',1,3,gaussian,732
HTP,1,8,flat,2164
HTP',1,8,flat,2164
HTP,1,5,linear,1427
HTP',1,5,linear,1427
HTP,1,19,flat,5440
HTP',1,19,flat,5440
HTP,1,7,flat,1801
HTP',1,7,flat,1801
HTP,1,15,gaussian,4334
HTP',1,15,gaussian,4334
HTP,1,22,linear,6530
HTP',1,22,linear,6530
HTP,1,11,linear,3262
HTP',1,11,linear,3262
HTP,1,17,linear,5024
HTP',1,17,linear,5024
HTP,1,14,flat,3971
HTP',1,14,flat,3971
HTP,1,9,gaussian,2521
HTP',1,9,gaussian,2521
HTP,1,13,flat,3648
HTP',1,13,flat,3648
HTP,1,10,gaussian,2896
HTP',1,10,gaussian,2896
HTP,1,3,gaussian,733
HTP',1,3,gaussian,733
HTP,1,8,flat,2165
HTP',1,8,flat,2165
HTP,1,4,gaussian,1085
HTP',1,4,gaussian,1085
HTP,1,26,flat,7511
HTP',1,26,flat,7511
HTP,1,23,linear,6895
HTP',1,23,linear,6895
HTP,1,21,gaussian,6164
HTP',1,21,gaussian,6164
HTP,1,25,flat,7248
HTP',1,25,flat,7248
HTP,1,11,linear,3263
HTP',1,11,linear,3263
HTP,1,5,linear,1428
HTP',1,5,linear,1428
HTP,1,7,flat,1802
HTP',1,7,flat,1802
HTP,1,13,flat,3649
HTP',1,13,flat,3649
HTP,1,10,gaussian,2897
HTP',1,10,gaussian,2897
HTP,1,3,gaussian,734
HTP',1,3,gaussian,734
HTP,1,17,linear,5025
HTP',1,17,linear,5025
HTP,1,20,flat,5769
HTP',1,20,flat,5769
HTP,1,14,flat,3972
HTP',1,14,flat,3972
HTP,1,15,gaussian,4335
HTP',1,15,gaussian,4335
HTP,1,8,flat,2166
HTP',1,8,flat,2166
HTP,1,19,flat,5441
HTP',1,19,flat,5441
HTP,1,16,gaussian,4672
HTP',1,16,gaussian,4672
HTP,1,9,gaussian,2522
HTP',1,9,gaussian,2522
HTP,1,4,gaussian,1086
HTP',1,4,gaussian,1086
HTP,1,22,linear,6531
HTP',1,22,linear,6531
HTP,1,11,linear,3264
HTP',1,11,linear,3264
HTP,1,5,linear,1429
HTP',1,5,linear,1429
HTP,1,3,gaussian,735
HTP',1,3,gaussian,735
HTP,1,17,linear,5026
HTP',1,17,linear,5026
HTP,1,20,flat,5770
HTP',1,20,flat,5770
HTP,1,11,linear,3265
HTP',1,11,linear,3265
HTP,1,21,gaussian,6165
HTP',1,21,gaussian,6165
HTP,1,7,flat,1803
HTP',1,7,flat,1803
HTP,1,14,flat,3973
HTP',1,14,flat,3973
HTP,1,25,flat,7249
HTP',1,25,flat,7249
HTP,1,8,flat,2167
HTP',1,8,flat,2167
HTP,1,23,linear,6896
HTP',1,23,linear,6896
HTP,1,26,flat,7512
HTP',1,26,flat,7512
HTP,1,10,gaussian,2898
HTP',1,10,gaussian,2898
HTP,1,22,linear,6532
HTP',1,22,linear,6532
HTP,1,11,linear,3266
HTP',1,11,linear,3266
HTP,1,4,gaussian,1087
HTP',1,4,gaussian,1087
HTP,1,5,linear,1430
HTP',1,5,linear,1430
HTP,1,9,gaussian,2523
HTP',1,9,gaussian,2523
HTP,1,4,gaussian,1088
HTP',1,4,gaussian,1088
HTP,1,14,flat,3974
HTP',1,14,flat,3974
HTP,1,13,flat,3650
HTP',1,13,flat,3650
HTP,1,15,gaussian,4336
HTP',1,15,gaussian,4336
HTP,1,3,gaussian,736
HTP',1,3,gaussian,736
HTP,1,19,flat,5442
HTP',1,19,flat,5442
HTP,1,8,flat,2168
HTP',1,8,flat,2168
HTP,1,16,gaussian,4673
HTP',1,16,gaussian,4673
HTP,1,10,gaussian,2899
HTP',1,10,gaussian,2899
HTP,1,17,linear,5027
HTP',1,17,linear,5027
HTP,1,15,gaussian,4337
HTP',1,15,gaussian,4337
HTP,1,7,flat,1804
HTP',1,7,flat,1804
HTP,1,22,linear,6533
HTP',1,22,linear,6533
HTP,1,5,linear,1431
HTP',1,5,linear,1431
HTP,1,25,flat,7250
HTP',1,25,flat,7250
HTP,1,9,gaussian,2524
HTP',1,9,gaussian,2524
HTP,1,20,flat,5771
HTP',1,20,flat,5771
HTP,1,21,gaussian,6166
HTP',1,21,gaussian,6166
HTP,1,8,flat,2169
HTP',1,8,flat,2169
HTP,1,26,flat,7513
HTP',1,26,flat,7513
HTP,1,11,linear,3267
HTP',1,11,linear,3267
HTP,1,13,flat,3651
HTP',1,13,flat,3651
HTP,1,4,gaussian,1089
HTP',1,4,gaussian,1089
HTP,1,14,flat,3975
HTP',1,14,flat,3975
HTP,1,10,linear,2900
HTP',1,10,linear,2900
HTP,1,3,gaussian,737
HTP',1,3,gaussian,737
HTP,1,23,linear,6897
HTP',1,23,linear,6897
HTP,1,8,flat,2170
HTP',1,8,flat,2170
HTP,1,9,gaussian,2525
HTP',1,9,gaussian,2525
HTP,1,7,flat,1805
HTP',1,7,flat,1805
HTP,1,5,linear,1432
HTP',1,5,linear,1432
HTP,1,3,gaussian,738
HTP',1,3,gaussian,738
HTP,1,11,linear,3268
HTP',1,11,linear,3268
HTP,1,19,flat,5443
HTP',1,19,flat,5443
HTP,1,25,flat,7251
HTP',1,25,flat,7251
HTP,1,15,gaussian,4338
HTP',1,15,gaussian,4338
HTP,1,13,flat,3652
HTP',1,13,flat,3652
HTP,1,22,linear,6534
HTP',1,22,linear,6534
HTP,1,16,gaussian,4674
HTP',1,16,gaussian,4674
HTP,1,9,gaussian,2526
HTP',1,9,gaussian,2526
HTP,1,4,gaussian,1090
HTP',1,4,gaussian,1090
HTP,1,17,linear,5028
HTP',1,17,linear,5028
HTP,1,20,flat,5772
HTP',1,20,flat,5772
HTP,1,10,linear,2901
HTP',1,10,linear,2901
HTP,1,26,flat,7514
HTP',1,26,flat,7514
HTP,1,9,gaussian,2527
HTP',1,9,gaussian,2527
HTP,1,8,flat,2171
HTP',1,8,flat,2171
HTP,1,21,gaussian,6167
HTP',1,21,gaussian,6167
HTP,1,14,flat,3976
HTP',1,14,flat,3976
HTP,1,3,gaussian,739
HTP',1,3,gaussian,739
HTP,1,13,flat,3653
HTP',1,13,flat,3653
HTP,1,7,flat,1806
HTP',1,7,flat,1806
HTP,1,11,linear,3269
HTP',1,11,linear,3269
HTP,1,16,gaussian,4675
HTP',1,16,gaussian,4675
HTP,1,4,gaussian,1091
HTP',1,4,gaussian,1091
HTP,1,10,linear,2902
HTP',1,10,linear,2902
HTP,1,5,linear,1433
HTP',1,5,linear,1433
HTP,1,9,gaussian,2528
HTP',1,9,gaussian,2528
HTP,1,23,linear,6898
HTP',1,23,linear,6898
HTP,1,19,flat,5444
HTP',1,19,flat,5444
HTP,1,25,flat,7252
HTP',1,25,flat,7252
HTP,1,17,linear,5029
HTP',1,17,linear,5029
HTP,1,3,gaussian,740
HTP',1,3,gaussian,740
HTP,1,20,flat,5773
HTP',1,20,flat,5773
HTP,1,11,linear,3270
HTP',1,11,linear,3270
HTP,1,7,flat,1807
HTP',1,7,flat,1807
HTP,1,8,flat,2172
HTP',1,8,flat,2172
HTP,1,26,flat,7515
HTP',1,26,flat,7515
HTP,1,22,linear,6535
HTP',1,22,linear,6535
HTP,1,15,gaussian,4339
HTP',1,15,gaussian,4339
HTP,1,10,linear,2903
HTP',1,10,linear,2903
HTP,1,13,flat,3654
HTP',1,13,flat,3654
HTP,1,4,gaussian,1092
HTP',1,4,gaussian,1092
HTP,1,8,flat,2173
HTP',1,8,flat,2173
HTP,1,5,linear,1434
HTP',1,5,linear,1434
HTP,1,14,flat,3977
HTP',1,14,flat,3977
HTP,1,9,gaussian,2529
HTP',1,9,gaussian,2529
HTP,1,3,gaussian,741
HTP',1,3,gaussian,741
HTP,1,15,gaussian,4340
HTP',1,15,gaussian,4340
HTP,1,21,gaussian,6168
HTP',1,21,gaussian,6168
HTP,1,7,flat,1808
HTP',1,7,flat,1808
HTP,1,11,linear,3271
HTP',1,11,linear,3271
HTP,1,10,linear,2904
HTP',1,10,linear,2904
HTP,1,19,flat,5445
HTP',1,19,flat,5445
HTP,1,9,gaussian,2530
HTP',1,9,gaussian,2530
HTP,1,16,gaussian,4676
HTP',1,16,gaussian,4676
HTP,1,23,linear,6899
HTP',1,23,linear,6899
HTP,1,25,flat,7253
HTP',1,25,flat,7253
HTP,1,20,flat,5774
HTP',1,20,flat,5774
HTP,1,22,linear,6536
HTP',1,22,linear,6536
HTP,1,17,linear,5030
HTP',1,17,linear,5030
HTP,1,5,linear,1435
HTP',1,5,linear,1435
HTP,1,3,gaussian,742
HTP',1,3,gaussian,742
HTP,1,26,flat,7516
HTP',1,26,flat,7516
HTP,1,8,flat,2174
HTP',1,8,flat,2174
HTP,1,4,gaussian,1093
HTP',1,4,gaussian,1093
HTP,1,13,flat,3655
HTP',1,13,flat,3655
HTP,1,14,flat,3978
HTP',1,14,flat,3978
HTP,1,7,flat,1809
HTP',1,7,flat,1809
HTP,1,15,gaussian,4341
HTP',1,15,gaussian,4341
HTP,1,22,linear,6537
HTP',1,22,linear,6537
HTP,1,14,flat,3979
HTP',1,14,flat,3979
HTP,1,10,linear,2905
HTP',1,10,linear,2905
HTP,1,19,flat,5446
HTP',1,19,flat,5446
HTP,1,3,gaussian,743
HTP',1,3,gaussian,743
HTP,1,11,linear,3272
HTP',1,11,linear,3272
HTP,1,9,gaussian,2531
HTP',1,9,gaussian,2531
HTP,1,8,flat,2175
HTP',1,8,flat,2175
HTP,1,21,gaussian,6169
HTP',1,21,gaussian,6169
HTP,1,13,flat,3656
HTP',1,13,flat,3656
HTP,1,4,gaussian,1094
HTP',1,4,gaussian,1094
HTP,1,5,linear,1436
HTP',1,5,linear,1436
HTP,1,26,flat,7517
HTP',1,26,flat,7517
HTP,1,15,gaussian,4342
HTP',1,15,gaussian,4342
HTP,1,20,flat,5775
HTP',1,20,flat,5775
HTP,1,17,linear,5031
HTP',1,17,linear,5031
HTP,1,24,flat,6900
HTP',1,24,flat,6900
HTP,1,10,linear,2906
HTP',1,10,linear,2906
HTP,1,7,flat,1810
HTP',1,7,flat,1810
HTP,1,16,gaussian,4677
HTP',1,16,gaussian,4677
HTP,1,9,gaussian,2532
HTP',1,9,gaussian,2532
HTP,1,25,flat,7254
HTP',1,25,flat,7254
HTP,1,14,flat,3980
HTP',1,14,flat,3980
HTP,1,11,linear,3273
HTP',1,11,linear,3273
HTP,1,8,flat,2176
HTP',1,8,flat,2176
HTP,1,4,gaussian,1095
HTP',1,4,gaussian,1095
HTP,1,7,flat,1811
HTP',1,7,flat,1811
HTP,1,19,flat,5447
HTP',1,19,flat,5447
HTP,1,27,flat,7812
HTP',1,27,flat,7812
HTP,1,14,flat,3981
HTP',1,14,flat,3981
HTP,1,5,linear,1437
HTP',1,5,linear,1437
HTP,1,22,linear,6538
HTP',1,22,linear,6538
HTP,1,13,flat,3657
HTP',1,13,flat,3657
HTP,1,11,linear,3274
HTP',1,11,linear,3274
HTP,1,26,flat,7518
HTP',1,26,flat,7518
HTP,1,10,linear,2907
HTP',1,10,linear,2907
HTP,1,21,gaussian,6170
HTP',1,21,gaussian,6170
HTP,1,15,gaussian,4343
HTP',1,15,gaussian,4343
HTP,1,9,gaussian,2533
HTP',1,9,gaussian,2533
HTP,1,14,flat,3982
HTP',1,14,flat,3982
HTP,1,25,flat,7255
HTP',1,25,flat,7255
HTP,1,20,flat,5776
HTP',1,20,flat,5776
HTP,1,8,flat,2177
HTP',1,8,flat,2177
HTP,1,4,gaussian,1096
HTP',1,4,gaussian,1096
HTP,1,16,gaussian,4678
HTP',1,16,gaussian,4678
HTP,1,24,flat,6901
HTP',1,24,flat,6901
HTP,1,5,linear,1438
HTP',1,5,linear,1438
HTP,1,17,linear,5032
HTP',1,17,linear,5032
HTP,1,7,flat,1812
HTP',1,7,flat,1812
HTP,1,19,flat,5448
HTP',1,19,flat,5448
HTP,1,11,linear,3275
HTP',1,11,linear,3275
HTP,1,22,linear,6539
HTP',1,22,linear,6539
HTP,1,9,gaussian,2534
HTP',1,9,gaussian,2534
HTP,1,25,flat,7256
HTP',1,25,flat,7256
HTP,1,27,flat,7813
HTP',1,27,flat,7813
HTP,1,10,linear,2908
HTP',1,10,linear,2908
HTP,1,5,linear,1439
HTP',1,5,linear,1439
HTP,1,14,flat,3983
HTP',1,14,flat,3983
HTP,1,8,flat,2178
HTP',1,8,flat,2178
HTP,1,15,gaussian,4344
HTP',1,15,gaussian,4344
HTP,1,26,flat,7519
HTP',1,26,flat,7519
HTP,1,21,gaussian,6171
HTP',1,21,gaussian,6171
HTP,1,4,gaussian,1097
HTP',1,4,gaussian,1097
HTP,1,11,linear,3276
HTP',1,11,linear,3276
HTP,1,5,linear,1440
HTP',1,5,linear,1440
HTP,1,13,flat,3658
HTP',1,13,flat,3658
HTP,1,20,flat,5777
HTP',1,20,flat,5777
HTP,1,25,flat,7257
HTP',1,25,flat,7257
HTP,1,7,flat,1813
HTP',1,7,flat,1813
HTP,1,16,gaussian,4679
HTP',1,16,gaussian,4679
HTP,1,5,linear,1441
HTP',1,5,linear,1441
HTP,1,24,flat,6902
HTP',1,24,flat,6902
HTP,1,8,flat,2179
HTP',1,8,flat,2179
HTP,1,4,gaussian,1098
HTP',1,4,gaussian,1098
HTP,1,10,linear,2909
HTP',1,10,linear,2909
HTP,1,19,flat,5449
HTP',1,19,flat,5449
HTP,1,14,flat,3984
HTP',1,14,flat,3984
HTP,1,9,gaussian,2535
HTP',1,9,gaussian,2535
HTP,1,11,linear,3277
HTP',1,11,linear,3277
HTP,1,17,linear,5033
HTP',1,17,linear,5033
HTP,1,13,flat,3659
HTP',1,13,flat,3659
HTP,1,15,gaussian,4345
HTP',1,15,gaussian,4345
HTP,1,26,flat,7520
HTP',1,26,flat,7520
HTP,1,22,linear,6540
HTP',1,22,linear,6540
HTP,1,5,linear,1442
HTP',1,5,linear,1442
HTP,1,10,linear,2910
HTP',1,10,linear,2910
HTP,1,7,flat,1814
HTP',1,7,flat,1814
HTP,1,11,linear,3278
HTP',1,11,linear,3278
HTP,1,27,flat,7814
HTP',1,27,flat,7814
HTP,1,8,flat,2180
HTP',1,8,flat,2180
HTP,1,21,gaussian,6172
HTP',1,21,gaussian,6172
HTP,1,14,flat,3985
HTP',1,14,flat,3985
HTP,1,9,gaussian,2536
HTP',1,9,gaussian,2536
HTP,1,20,flat,5778
HTP',1,20,flat,5778
HTP,1,16,gaussian,4680
HTP',1,16,gaussian,4680
HTP,1,5,linear,1443
HTP',1,5,linear,1443
HTP,1,4,gaussian,1099
HTP',1,4,gaussian,1099
HTP,1,22,linear,6541
HTP',1,22,linear,6541
HTP,1,7,flat,1815
HTP',1,7,flat,1815
HTP,1,26,flat,7521
HTP',1,26,flat,7521
HTP,1,24,flat,6903
HTP',1,24,flat,6903
HTP,1,17,linear,5034
HTP',1,17,linear,5034
HTP,1,25,flat,7258
HTP',1,25,flat,7258
HTP,1,15,gaussian,4346
HTP',1,15,gaussian,4346
HTP,1,19,flat,5450
HTP',1,19,flat,5450
HTP,1,10,linear,2911
HTP',1,10,linear,2911
HTP,1,8,flat,2181
HTP',1,8,flat,2181
HTP,1,11,linear,3279
HTP',1,11,linear,3279
HTP,1,13,flat,3660
HTP',1,13,flat,3660
HTP,1,9,gaussian,2537
HTP',1,9,gaussian,2537
HTP,1,27,flat,7815
HTP',1,27,flat,7815
HTP,1,14,flat,3986
HTP',1,14,flat,3986
HTP,1,5,linear,1444
HTP',1,5,linear,1444
HTP,1,4,linear,1100
HTP',1,4,linear,1100
HTP,1,25,flat,7259
HTP',1,25,flat,7259
HTP,1,11,linear,3280
HTP',1,11,linear,3280
HTP,1,7,flat,1816
HTP',1,7,flat,1816
HTP,1,5,linear,1445
HTP',1,5,linear,1445
HTP,1,16,gaussian,4681
HTP',1,16,gaussian,4681
HTP,1,20,flat,5779
HTP',1,20,flat,5779
HTP,1,14,flat,3987
HTP',1,14,flat,3987
HTP,1,21,gaussian,6173
HTP',1,21,gaussian,6173
HTP,1,17,linear,5035
HTP',1,17,linear,5035
HTP,1,8,flat,2182
HTP',1,8,flat,2182
HTP,1,11,linear,3281
HTP',1,11,linear,3281
HTP,1,15,gaussian,4347
HTP',1,15,gaussian,4347
HTP,1,10,linear,2912
HTP',1,10,linear,2912
HTP,1,22,linear,6542
HTP',1,22,linear,6542
HTP,1,13,flat,3661
HTP',1,13,flat,3661
HTP,1,26,flat,7522
HTP',1,26,flat,7522
HTP,1,9,gaussian,2538
HTP',1,9,gaussian,2538
HTP,1,19,flat,5451
HTP',1,19,flat,5451
HTP,1,7,flat,1817
HTP',1,7,flat,1817
HTP,1,25,flat,7260
HTP',1,25,flat,7260
HTP,1,4,linear,1101
HTP',1,4,linear,1101
HTP,1,24,flat,6904
HTP',1,24,flat,6904
HTP,1,8,flat,2183
HTP',1,8,flat,2183
HTP,1,27,flat,7816
HTP',1,27,flat,7816
HTP,1,9,gaussian,2539
HTP',1,9,gaussian,2539
HTP,1,5,linear,1446
HTP',1,5,linear,1446
HTP,1,14,flat,3988
HTP',1,14,flat,3988
HTP,1,16,gaussian,4682
HTP',1,16,gaussian,4682
HTP,1,7,flat,1818
HTP',1,7,flat,1818
HTP,1,17,linear,5036
HTP',1,17,linear,5036
HTP,1,11,linear,3282
HTP',1,11,linear,3282
HTP,1,10,linear,2913
HTP',1,10,linear,2913
HTP,1,21,gaussian,6174
HTP',1,21,gaussian,6174
HTP,1,13,flat,3662
HTP',1,13,flat,3662
HTP,1,8,flat,2184
HTP',1,8,flat,2184
HTP,1,9,gaussian,2540
HTP',1,9,gaussian,2540
HTP,1,20,flat,5780
HTP',1,20,flat,5780
HTP,1,15,gaussian,4348
HTP',1,15,gaussian,4348
HTP,1,11,linear,3283
HTP',1,11,linear,3283
HTP,1,14,flat,3989
HTP',1,14,flat,3989
HTP,1,5,linear,1447
HTP',1,5,linear,1447
HTP,1,13,flat,3663
HTP',1,13,flat,3663
HTP,1,19,flat,5452
HTP',1,19,flat,5452
HTP,1,7,flat,1819
HTP',1,7,flat,1819
HTP,1,25,flat,7261
HTP',1,25,flat,7261
HTP,1,10,linear,2914
HTP',1,10,linear,2914
HTP,1,26,flat,7523
HTP',1,26,flat,7523
HTP,1,27,flat,7817
HTP',1,27,flat,7817
HTP,1,22,linear,6543
HTP',1,22,linear,6543
HTP,1,11,linear,3284
HTP',1,11,linear,3284
HTP,1,9,gaussian,2541
HTP',1,9,gaussian,2541
HTP,1,8,flat,2185
HTP',1,8,flat,2185
HTP,1,17,linear,5037
HTP',1,17,linear,5037
HTP,1,16,gaussian,4683
HTP',1,16,gaussian,4683
HTP,1,4,linear,1102
HTP',1,4,linear,1102
HTP,1,11,linear,3285
HTP',1,11,linear,3285
HTP,1,13,flat,3664
HTP',1,13,flat,3664
HTP,1,8,flat,2186
HTP',1,8,flat,2186
HTP,1,15,gaussian,4349
HTP',1,15,gaussian,4349
HTP,1,20,flat,5781
HTP',1,20,flat,5781
HTP,1,19,flat,5453
HTP',1,19,flat,5453
HTP,1,7,flat,1820
HTP',1,7,flat,1820
HTP,1,5,linear,1448
HTP',1,5,linear,1448
HTP,1,21,gaussian,6175
HTP',1,21,gaussian,6175
HTP,1,11,linear,3286
HTP',1,11,linear,3286
HTP,1,14,flat,3990
HTP',1,14,flat,3990
HTP,1,24,flat,6905
HTP',1,24,flat,6905
HTP,1,25,flat,7262
HTP',1,25,flat,7262
HTP,1,8,flat,2187
HTP',1,8,flat,2187
HTP,1,15,gaussian,4350
HTP',1,15,gaussian,4350
HTP,1,7,flat,1821
HTP',1,7,flat,1821
HTP,1,10,linear,2915
HTP',1,10,linear,2915
HTP,1,27,flat,7818
HTP',1,27,flat,7818
HTP,1,22,linear,6544
HTP',1,22,linear,6544
HTP,1,9,gaussian,2542
HTP',1,9,gaussian,2542
HTP,1,4,linear,1103
HTP',1,4,linear,1103
HTP,1,26,flat,7524
HTP',1,26,flat,7524
HTP,1,17,linear,5038
HTP',1,17,linear,5038
HTP,1,5,linear,1449
HTP',1,5,linear,1449
HTP,1,11,linear,3287
HTP',1,11,linear,3287
HTP,1,14,flat,3991
HTP',1,14,flat,3991
HTP,1,21,gaussian,6176
HTP',1,21,gaussian,6176
HTP,1,13,flat,3665
HTP',1,13,flat,3665
HTP,1,20,flat,5782
HTP',1,20,flat,5782
HTP,1,16,gaussian,4684
HTP',1,16,gaussian,4684
HTP,1,19,flat,5454
HTP',1,19,flat,5454
HTP,1,15,gaussian,4351
HTP',1,15,gaussian,4351
HTP,1,11,linear,3288
HTP',1,11,linear,3288
HTP,1,25,flat,7263
HTP',1,25,flat,7263
HTP,1,14,flat,3992
HTP',1,14,flat,3992
HTP,1,8,flat,2188
HTP',1,8,flat,2188
HTP,1,22,linear,6545
HTP',1,22,linear,6545
HTP,1,24,flat,6906
HTP',1,24,flat,6906
HTP,1,7,flat,1822
HTP',1,7,flat,1822
HTP,1,17,linear,5039
HTP',1,17,linear,5039
HTP,1,9,gaussian,2543
HTP',1,9,gaussian,2543
HTP,1,5,linear,1450
HTP',1,5,linear,1450
HTP,1,14,flat,3993
HTP',1,14,flat,3993
HTP,1,10,linear,2916
HTP',1,10,linear,2916
HTP,1,4,linear,1104
HTP',1,4,linear,1104
HTP,1,26,flat,7525
HTP',1,26,flat,7525
HTP,1,15,gaussian,4352
HTP',1,15,gaussian,4352
HTP,1,27,flat,7819
HTP',1,27,flat,7819
HTP,1,11,linear,3289
HTP',1,11,linear,3289
HTP,1,10,linear,2917
HTP',1,10,linear,2917
HTP,1,13,flat,3666
HTP',1,13,flat,3666
HTP,1,22,linear,6546
HTP',1,22,linear,6546
HTP,1,10,linear,2918
HTP',1,10,linear,2918
HTP,1,11,linear,3290
HTP',1,11,linear,3290
HTP,1,14,flat,3994
HTP',1,14,flat,3994
HTP,1,7,flat,1823
HTP',1,7,flat,1823
HTP,1,16,gaussian,4685
HTP',1,16,gaussian,4685
HTP,1,20,flat,5783
HTP',1,20,flat,5783
HTP,1,8,flat,2189
HTP',1,8,flat,2189
HTP,1,17,linear,5040
HTP',1,17,linear,5040
HTP,1,9,gaussian,2544
HTP',1,9,gaussian,2544
HTP,1,19,flat,5455
HTP',1,19,flat,5455
HTP,1,4,linear,1105
HTP',1,4,linear,1105
HTP,1,21,gaussian,6177
HTP',1,21,gaussian,6177
HTP,1,5,linear,1451
HTP',1,5,linear,1451
HTP,1,10,linear,2919
HTP',1,10,linear,2919
HTP,1,25,flat,7264
HTP',1,25,flat,7264
HTP,1,13,flat,3667
HTP',1,13,flat,3667
HTP,1,15,gaussian,4353
HTP',1,15,gaussian,4353
HTP,1,24,flat,6907
HTP',1,24,flat,6907
HTP,1,7,flat,1824
HTP',1,7,flat,1824
HTP,1,11,linear,3291
HTP',1,11,linear,3291
HTP,1,8,flat,2190
HTP',1,8,flat,2190
HTP,1,14,flat,3995
HTP',1,14,flat,3995
HTP,1,10,linear,2920
HTP',1,10,linear,2920
HTP,1,26,flat,7526
HTP',1,26,flat,7526
HTP,1,9,gaussian,2545
HTP',1,9,gaussian,2545
HTP,1,27,flat,7820
HTP',1,27,flat,7820
HTP,1,16,gaussian,4686
HTP',1,16,gaussian,4686
HTP,1,7,flat,1825
HTP',1,7,flat,1825
HTP,1,20,flat,5784
HTP',1,20,flat,5784
HTP,1,4,linear,1106
HTP',1,4,linear,1106
HTP,1,5,linear,1452
HTP',1,5,linear,1452
HTP,1,10,linear,2921
HTP',1,10,linear,2921
HTP,1,22,linear,6547
HTP',1,22,linear,6547
HTP,1,13,flat,3668
HTP',1,13,flat,3668
HTP,1,17,linear,5041
HTP',1,17,linear,5041
HTP,1,11,linear,3292
HTP',1,11,linear,3292
HTP,1,19,flat,5456
HTP',1,19,flat,5456
HTP,1,15,gaussian,4354
HTP',1,15,gaussian,4354
HTP,1,25,flat,7265
HTP',1,25,flat,7265
HTP,1,8,flat,2191
HTP',1,8,flat,2191
HTP,1,21,gaussian,6178
HTP',1,21,gaussian,6178
HTP,1,7,flat,1826
HTP',1,7,flat,1826
HTP,1,10,linear,2922
HTP',1,10,linear,2922
HTP,1,16,gaussian,4687
HTP',1,16,gaussian,4687
HTP,1,9,gaussian,2546
HTP',1,9,gaussian,2546
HTP,1,14,flat,3996
HTP',1,14,flat,3996
HTP,1,17,linear,5042
HTP',1,17,linear,5042
HTP,1,5,linear,1453
HTP',1,5,linear,1453
HTP,1,26,flat,7527
HTP',1,26,flat,7527
HTP,1,24,flat,6908
HTP',1,24,flat,6908
